genre,popularity
R&B,75.55336866010597
Pop,75.28871508379888
Rock,75.20724755700326
Hip Hop,74.97820401046208
Electronic,74.82619339045287
Folk,74.75336322869956
Metal,74.72222222222223
Country,74.68453608247422
Latin,74.53810020876827
Classical,74.25925925925925
Reggae,74.15841584158416
Traditional Music,73.82111200644641
Jazz,73.76543209876543
Easy Listening,73.5042735042735
New Age,73.4873949579832
Blues,73.28571428571429
Christian,72.15277777777777
